power_density,thermal_cond_si,boundary_temp,metal_cond_Cu,metal_cond_W,die_thickness,block_power_map,tim_hs_conductance,x,y,hotspot_cx,hotspot_cy,sigma_spot,r_sq,temperature
3.93,155.13,307.53,381.63,171.41,0.519,4.023,0.9812,0.9918,0.6828,0.6866,0.5164,0.0694,0.12088,320.324
7.908,116.42,304.61,374.49,172.42,0.371,13.807,1.1954,0.0992,0.7644,0.174,0.3841,0.2038,0.150254,333.334
2.997,107.75,315.45,361.19,174.87,0.544,14.695,0.3468,0.4015,0.8399,0.2291,0.1487,0.0902,0.507488,329.697
4.72,166.44,297.83,350.76,175.03,0.469,3.793,1.0133,0.8001,0.2922,0.8124,0.3019,0.2268,0.000245,316.255
6.203,143.57,326.56,357.81,173.39,0.551,6.344,1.0558,0.204,0.931,0.8677,0.6798,0.1297,0.503617,349.432
1.094,104.2,310.64,380.02,151.98,0.496,14.732,0.3305,0.5551,0.5529,0.7565,0.8157,0.1874,0.109643,322.704
7.303,104.36,314.95,382.94,168.7,0.624,12.784,0.8263,0.7331,0.6965,0.6761,0.8134,0.2045,0.016904,389.093
3.706,142.85,291.58,382.35,150.59,0.702,6.921,1.1035,0.616,0.5967,0.1413,0.3502,0.1521,0.286107,310.758
7.084,137.81,312.36,357.66,172.31,0.743,7.063,0.811,0.188,0.1227,0.8989,0.6669,0.1344,0.801463,350.631
1.273,104.79,304.72,395.56,151.83,0.671,13.24,0.8294,0.3554,0.9631,0.2687,0.2178,0.134,0.563003,313.045
2.02,115.7,326.97,370.55,179.5,0.478,0.925,1.196,0.7838,0.1229,0.4293,0.3275,0.2239,0.167526,335.641
3.258,165.03,325.43,388.4,168.42,0.524,13.995,1.1081,0.5542,0.2549,0.6029,0.5128,0.2452,0.068881,348.439
3.418,140.04,315.51,358.32,155.46,0.621,1.796,0.8712,0.0052,0.8136,0.534,0.7206,0.1909,0.288278,330.431
6.935,130.82,320.71,373.53,164.05,0.41,13.571,0.7628,0.761,0.6186,0.8927,0.8285,0.143,0.061421,348.481
1.078,117.51,315.78,376.08,174.8,0.651,1.429,0.4727,0.0353,0.8381,0.5742,0.8538,0.0971,0.290675,320.733
5.488,109.36,290.68,388.52,155.4,0.625,14.552,1.0597,0.7457,0.5157,0.2774,0.23,0.1513,0.300963,322.298
1.919,128.18,318.13,381.08,166.1,0.628,0.624,0.5571,0.2025,0.377,0.5508,0.4535,0.0768,0.127166,327.887
6.763,164.57,297.08,369.97,150.11,0.467,14.491,0.3059,0.9581,0.9218,0.3603,0.6406,0.2272,0.43645,316.304
6.45,103.41,317.3,364.13,173.65,0.601,1.401,0.3504,0.3679,0.0363,0.6324,0.7021,0.2166,0.513321,355.561
4.499,169.37,290.42,398.65,155.84,0.399,2.315,0.477,0.3269,0.8561,0.1314,0.5038,0.2054,0.16232,301.233
2.489,114.55,302.44,364.23,161.62,0.395,14.462,1.0322,0.1489,0.2308,0.3211,0.1456,0.0742,0.036929,310.468
5.441,128.61,310.68,356.47,165.91,0.684,11.981,1.1771,0.3056,0.8487,0.5387,0.7411,0.1545,0.065909,347.655
2.094,103.15,303.33,365.02,154.35,0.49,12.677,0.945,0.8767,0.1392,0.7214,0.7895,0.1403,0.447051,312.938
2.33,140.93,317.76,366.35,177.8,0.572,6.757,0.4496,0.9963,0.5802,0.7668,0.8128,0.0959,0.1068,326.756
5.387,133.85,310.91,356.39,164.06,0.446,1.663,1.0785,0.3683,0.8881,0.8316,0.8004,0.1825,0.222291,330.134
7.939,146.67,328.39,385.41,156.95,0.418,2.659,1.029,0.4486,0.4735,0.4026,0.7031,0.2319,0.054798,352.349
7.237,137.99,304.31,380.96,172.05,0.69,13.894,1.064,0.7221,0.7466,0.5698,0.4325,0.1646,0.121808,344.809
5.152,127.87,318.87,365.83,176.83,0.697,6.074,0.4631,0.8862,0.8047,0.5687,0.2438,0.2333,0.415345,348.985
4.77,151.64,323.43,399.65,177.38,0.718,11.457,0.7647,0.593,0.7365,0.8195,0.2053,0.2188,0.333462,348.951
7.989,101.75,300.14,382.75,162.93,0.727,10.507,0.8637,0.3915,0.9253,0.777,0.6668,0.1333,0.215435,359.086
4.832,137.87,320.17,385.16,160.78,0.506,7.37,0.91,0.4126,0.4468,0.4396,0.7228,0.0602,0.076885,337.62
3.941,107.97,305.73,377.86,177.88,0.704,12.979,0.9165,0.6956,0.1731,0.576,0.6217,0.1408,0.2155,331.789
7.367,130.52,295.15,377.58,151.59,0.473,9.99,0.312,0.0032,0.0478,0.8326,0.5582,0.1415,0.948339,321.513
2.639,155.38,290.15,351.0,172.52,0.326,11.227,1.1638,0.6196,0.2465,0.8999,0.5717,0.1256,0.184343,296.709
1.683,109.97,319.75,388.55,155.33,0.645,12.635,0.8213,0.3555,0.1432,0.6908,0.1524,0.0944,0.112517,331.077
5.439,165.51,297.45,395.54,163.97,0.399,3.728,0.4748,0.7942,0.5579,0.1548,0.3259,0.1485,0.46265,310.03
1.671,162.2,292.05,356.11,178.61,0.526,4.753,0.9896,0.093,0.1849,0.8135,0.2363,0.2016,0.521739,298.527
3.612,129.04,309.89,389.78,167.43,0.382,11.455,0.3486,0.5882,0.0389,0.4823,0.4636,0.1523,0.191542,321.716
3.965,100.42,303.87,376.72,165.7,0.496,12.523,0.4487,0.481,0.036,0.3805,0.162,0.117,0.02596,336.475
4.833,155.28,317.67,364.27,151.85,0.742,9.166,0.657,0.6423,0.8316,0.3321,0.3646,0.0762,0.31426,340.817
7.942,161.66,294.29,396.04,158.32,0.607,14.903,0.8069,0.0649,0.5914,0.743,0.8005,0.1846,0.50352,323.214
2.547,112.23,295.31,350.87,150.09,0.374,13.231,0.6759,0.58,0.3581,0.8186,0.1785,0.2232,0.089212,312.794
3.63,164.13,306.16,363.7,176.25,0.663,12.108,0.5733,0.5615,0.8942,0.6486,0.5523,0.151,0.124521,323.563
1.926,163.99,310.82,394.31,169.35,0.724,4.058,0.9633,0.5607,0.0702,0.1477,0.3097,0.0764,0.227933,319.751
5.253,132.99,322.97,374.05,153.54,0.383,5.329,0.3061,0.6035,0.9803,0.8895,0.3967,0.0959,0.42236,338.283
6.094,155.86,313.43,379.95,160.9,0.672,5.731,0.9106,0.6765,0.6163,0.5462,0.3397,0.1919,0.093448,343.888
4.375,131.15,326.1,387.49,174.34,0.575,1.846,1.1549,0.805,0.1835,0.762,0.1498,0.0772,0.002984,347.669
2.721,139.48,298.71,357.4,154.21,0.602,11.106,0.4354,0.2698,0.6791,0.6769,0.1553,0.1518,0.440052,310.779
5.346,122.39,313.85,360.76,156.91,0.77,6.477,1.0702,0.825,0.7634,0.3682,0.4758,0.0561,0.291382,347.59
4.774,111.16,316.21,399.93,166.24,0.318,9.505,0.4668,0.4983,0.4293,0.8343,0.7775,0.1096,0.234134,329.234
2.198,152.26,319.03,361.87,154.35,0.619,10.787,0.6788,0.0771,0.8616,0.3439,0.8459,0.0857,0.071428,328.308
3.84,100.1,329.55,376.96,161.48,0.341,0.621,1.1775,0.0586,0.1507,0.8838,0.2811,0.1368,0.698027,342.033
4.046,140.57,308.72,364.94,179.46,0.695,1.193,1.0081,0.3342,0.2788,0.8872,0.818,0.1815,0.596428,327.52
7.878,160.53,304.77,392.57,166.32,0.748,5.359,0.6235,0.7849,0.0935,0.1345,0.1384,0.125,0.424976,342.462
6.945,115.49,324.09,398.09,171.05,0.343,10.005,0.6143,0.7077,0.2109,0.2034,0.772,0.1837,0.569125,344.182
6.141,123.3,297.07,357.06,169.9,0.313,7.435,0.5898,0.7886,0.2387,0.2875,0.5398,0.1451,0.34172,312.676
7.221,141.12,291.48,380.03,156.35,0.778,14.114,0.6263,0.5173,0.9176,0.3954,0.169,0.2029,0.575226,332.475
6.148,117.28,307.74,390.58,175.38,0.763,4.225,1.1783,0.4402,0.0781,0.6228,0.1616,0.0773,0.040293,346.886
7.324,159.32,299.89,391.15,153.66,0.762,2.006,0.6067,0.1475,0.4274,0.3921,0.2138,0.178,0.105497,337.211
1.382,125.66,305.86,372.02,177.65,0.77,2.158,0.7006,0.3282,0.5324,0.8499,0.1385,0.2249,0.42726,313.619
4.192,140.71,329.44,361.27,156.48,0.55,3.763,0.4909,0.434,0.8987,0.4809,0.6654,0.2311,0.0566,349.822
6.228,115.83,303.94,369.36,178.64,0.788,3.925,0.8749,0.0886,0.9977,0.5459,0.5932,0.2305,0.372745,347.471
5.083,102.9,318.32,387.56,173.94,0.746,5.995,1.0494,0.2206,0.7534,0.601,0.771,0.2331,0.145037,360.711
2.226,112.16,300.02,399.69,155.13,0.349,8.679,0.5574,0.5982,0.9708,0.4403,0.4888,0.2273,0.257266,307.802
3.383,103.23,302.14,377.71,154.81,0.706,4.113,0.4915,0.7357,0.7871,0.6077,0.5666,0.2054,0.065009,332.953
3.224,132.8,299.73,359.76,152.54,0.656,7.973,0.7062,0.9983,0.9632,0.1717,0.215,0.0895,1.243199,316.112
2.829,141.06,312.89,352.1,157.42,0.367,7.428,0.9163,0.9331,0.7073,0.5017,0.5168,0.1504,0.222426,320.71
3.402,103.13,299.04,397.18,169.77,0.669,4.982,0.6659,0.6426,0.0798,0.3642,0.3521,0.1044,0.151661,321.125
4.604,106.33,318.73,374.15,165.61,0.542,6.794,0.4329,0.4212,0.4019,0.2616,0.4611,0.1186,0.028975,348.588
6.984,133.99,317.21,385.83,168.4,0.727,6.059,0.4623,0.6362,0.6466,0.1302,0.7694,0.2282,0.27109,355.241
6.194,155.94,306.85,383.01,150.93,0.709,14.276,0.5588,0.7857,0.3507,0.7247,0.6374,0.2408,0.085896,350.586
6.847,143.96,291.02,394.54,152.4,0.771,1.499,1.0511,0.1183,0.2734,0.1971,0.1487,0.0718,0.021751,329.318
7.185,107.33,290.91,363.3,170.76,0.338,11.621,0.7582,0.4099,0.5774,0.2368,0.8671,0.146,0.113882,313.769
3.913,162.13,311.31,372.09,175.44,0.655,4.986,0.8291,0.8398,0.9335,0.2345,0.306,0.1155,0.760166,327.755
3.422,164.22,323.57,395.68,160.78,0.489,3.188,0.4811,0.3838,0.035,0.8843,0.4674,0.1148,0.437496,333.886
1.403,122.75,313.95,379.28,154.99,0.688,13.125,0.889,0.5719,0.7692,0.3027,0.4756,0.1656,0.158674,323.115
7.513,143.12,307.43,353.57,159.25,0.601,7.308,1.0549,0.5878,0.7227,0.249,0.6186,0.1444,0.125589,338.153
1.461,134.46,325.28,359.72,162.36,0.548,7.897,0.4801,0.1845,0.964,0.8754,0.7758,0.2495,0.512748,332.284
6.188,165.94,297.88,361.86,168.9,0.302,6.529,0.3526,0.3622,0.9307,0.6018,0.3259,0.1912,0.423227,310.129
3.647,135.61,304.38,399.69,162.28,0.604,6.366,0.8976,0.3345,0.7622,0.646,0.3359,0.2453,0.278759,320.724
7.641,167.2,312.61,361.21,176.91,0.51,10.546,1.0343,0.0262,0.5204,0.7519,0.2781,0.0727,0.585386,335.737
3.937,113.95,301.67,393.48,162.04,0.466,11.511,0.9159,0.0242,0.2043,0.537,0.7079,0.1646,0.516667,318.374
6.716,124.19,329.91,353.9,155.44,0.794,11.941,0.6856,0.8317,0.5452,0.5342,0.609,0.2446,0.092547,391.805
2.979,154.69,308.09,359.09,157.45,0.65,8.115,0.8882,0.2731,0.7654,0.8986,0.2678,0.1162,0.638861,321.739
3.094,154.85,292.07,393.6,163.95,0.57,10.679,1.1972,0.5181,0.8957,0.6519,0.4575,0.1543,0.209913,303.555
5.169,151.25,297.04,394.95,173.47,0.734,11.775,0.8612,0.2987,0.7897,0.6692,0.4248,0.1985,0.270428,323.412
7.986,160.17,311.3,358.81,176.08,0.414,10.408,0.7753,0.9407,0.1953,0.1705,0.5299,0.2052,0.705099,332.1
4.623,149.18,312.0,361.49,155.56,0.61,3.308,0.7858,0.2593,0.5997,0.1914,0.7569,0.2223,0.029329,336.138
7.554,144.53,329.37,376.53,150.1,0.73,10.821,0.7221,0.4297,0.3322,0.5062,0.814,0.1989,0.238044,370.008
6.504,132.12,314.0,352.63,176.08,0.362,9.898,0.9191,0.8727,0.0092,0.683,0.2739,0.2459,0.106097,337.779
6.571,132.7,316.67,397.26,156.85,0.418,1.895,1.0603,0.8419,0.2002,0.7031,0.5824,0.1985,0.165358,339.553
4.052,128.43,298.55,368.1,174.65,0.341,9.87,0.9487,0.1861,0.1132,0.7268,0.742,0.0617,0.687654,310.938
3.706,143.41,294.27,374.46,166.52,0.796,13.189,0.5029,0.8026,0.8427,0.6703,0.2098,0.1953,0.418143,314.624
2.343,128.47,314.08,355.25,162.12,0.59,6.492,0.63,0.4582,0.2585,0.1938,0.3731,0.1237,0.083028,325.276
7.748,110.32,324.6,351.63,154.4,0.545,2.437,0.8318,0.483,0.2847,0.7671,0.229,0.1506,0.083847,363.132
7.716,107.46,313.49,373.39,170.16,0.469,9.354,1.1938,0.1335,0.9599,0.7134,0.4015,0.1372,0.648132,347.578
6.229,164.71,307.71,356.08,174.54,0.525,3.965,0.3617,0.0806,0.3791,0.3988,0.1334,0.1645,0.161573,326.973
3.074,101.73,313.13,381.52,163.83,0.688,8.403,0.4697,0.7279,0.0096,0.4269,0.4952,0.228,0.32644,334.759
2.716,107.38,308.75,389.72,163.39,0.758,10.204,0.9972,0.4965,0.2838,0.5429,0.8972,0.0853,0.378376,327.45
7.92,131.17,295.68,351.58,172.66,0.352,7.899,0.4731,0.4369,0.1193,0.8943,0.8,0.2075,0.672643,319.125
1.466,118.4,319.65,380.61,165.0,0.45,4.975,0.9053,0.7295,0.1028,0.6954,0.507,0.2419,0.164574,327.107
6.905,128.41,311.32,390.78,173.57,0.395,12.927,1.1949,0.7655,0.0775,0.7702,0.5696,0.1862,0.242238,331.68
3.488,108.22,305.97,371.97,151.62,0.518,2.471,0.8767,0.1589,0.5933,0.2645,0.7145,0.1978,0.025847,326.906
3.932,109.16,312.39,397.99,175.73,0.565,1.121,0.7312,0.6102,0.1893,0.5046,0.2856,0.1268,0.020419,333.648
6.824,156.05,299.65,355.56,157.86,0.661,12.517,1.0494,0.1354,0.3612,0.5501,0.5397,0.1519,0.20389,329.377
1.634,153.14,307.12,366.15,155.08,0.738,0.995,0.9946,0.7514,0.862,0.1354,0.4866,0.1974,0.520413,314.896
3.479,107.3,314.9,361.5,150.97,0.571,7.564,0.9398,0.657,0.4243,0.1892,0.4076,0.1574,0.219076,333.848
7.664,146.75,299.05,399.81,175.02,0.544,8.298,0.4055,0.9566,0.9157,0.2715,0.4646,0.0562,0.672795,326.369
5.893,142.65,319.96,364.71,151.8,0.588,5.406,0.8686,0.069,0.4979,0.8067,0.7156,0.1755,0.591665,344.107
6.285,149.94,310.84,369.4,178.63,0.744,4.5,0.3119,0.0571,0.3988,0.7201,0.4043,0.2409,0.439714,343.436
6.303,133.21,324.47,392.38,166.95,0.624,11.234,0.3509,0.2822,0.7504,0.4891,0.8354,0.1918,0.050025,367.153
1.424,118.9,323.89,396.5,170.96,0.694,5.812,0.3348,0.2617,0.0732,0.7274,0.8184,0.2285,0.772148,332.304
2.422,146.46,309.78,396.89,171.76,0.66,2.294,0.398,0.247,0.0895,0.517,0.879,0.0923,0.696201,321.036
4.439,126.0,297.82,377.91,158.78,0.762,7.216,0.6892,0.9063,0.652,0.8375,0.1515,0.1527,0.255223,324.305
3.577,115.33,319.47,383.17,174.19,0.708,11.032,1.1516,0.2495,0.4869,0.3282,0.5857,0.1368,0.015948,362.653
3.876,128.6,306.75,367.46,178.39,0.471,4.968,0.3674,0.2719,0.7904,0.1951,0.2652,0.178,0.281776,323.184
6.47,153.43,313.79,380.36,161.1,0.727,2.415,0.9492,0.7594,0.9163,0.1392,0.1641,0.0788,0.950343,345.036
1.103,133.31,294.29,365.14,175.06,0.534,5.446,0.7566,0.4497,0.3884,0.4506,0.5111,0.1377,0.015075,305.947
5.623,120.99,315.26,387.3,173.16,0.724,8.409,0.5483,0.7767,0.5964,0.3442,0.8466,0.189,0.249669,350.835
1.001,158.23,304.94,365.36,167.69,0.753,1.975,0.5852,0.0654,0.5007,0.8739,0.3357,0.1553,0.680979,309.911
1.441,161.72,303.37,393.97,161.03,0.643,3.901,0.3206,0.4876,0.9816,0.8059,0.4187,0.0748,0.418182,309.74
3.858,130.33,329.2,357.17,162.46,0.659,14.577,0.9304,0.0336,0.8311,0.4439,0.6461,0.1576,0.202598,349.871
6.887,126.23,307.3,378.59,159.23,0.371,3.46,0.3904,0.0627,0.9117,0.1133,0.8001,0.1971,0.015034,332.673
2.015,142.89,317.12,376.03,162.79,0.462,1.421,0.3312,0.9064,0.2543,0.1752,0.1817,0.1828,0.539987,322.821
4.882,104.06,315.11,363.19,179.69,0.579,6.766,0.7215,0.1392,0.7725,0.2723,0.5751,0.2074,0.056683,351.968
5.75,148.39,294.17,351.4,160.9,0.302,1.571,0.7296,0.5324,0.2655,0.4138,0.2912,0.1194,0.014732,307.64
2.607,154.76,319.92,357.43,169.97,0.724,0.697,0.8893,0.4111,0.2087,0.7413,0.7215,0.2062,0.372019,332.155
4.586,127.82,302.93,398.4,159.59,0.485,0.725,0.9358,0.3473,0.9443,0.7822,0.3123,0.1698,0.588526,319.638
7.38,112.22,321.96,397.07,164.0,0.662,4.798,0.7579,0.8998,0.0193,0.8993,0.682,0.1978,0.439181,365.434
4.586,102.02,314.31,355.97,152.51,0.685,1.57,0.9372,0.0218,0.9654,0.5249,0.6713,0.1412,0.339602,345.158
2.101,144.61,302.68,368.74,172.9,0.574,3.297,0.5252,0.6638,0.1493,0.8585,0.8807,0.0888,0.572864,309.836
5.395,118.83,304.25,373.26,169.83,0.695,9.9,0.4293,0.9634,0.8194,0.6225,0.4955,0.2482,0.221084,342.015
5.145,132.47,319.26,373.9,160.42,0.641,4.681,1.1383,0.5602,0.2759,0.4824,0.2277,0.2121,0.008375,353.566
1.189,127.04,312.0,364.94,165.75,0.48,8.845,0.6359,0.9368,0.3507,0.208,0.7345,0.2025,0.678436,317.461
1.634,112.24,316.73,395.65,176.17,0.708,6.464,0.3811,0.0523,0.2168,0.8333,0.6978,0.2339,0.841423,328.368
2.097,135.59,296.33,395.42,151.33,0.618,13.329,1.0444,0.4188,0.5855,0.8151,0.7807,0.2449,0.195142,311.23
1.954,132.17,321.48,350.95,177.91,0.38,10.598,0.8518,0.2602,0.3481,0.8035,0.5469,0.1245,0.334782,327.755
2.816,143.69,302.82,382.5,164.12,0.686,12.861,0.8328,0.7308,0.6574,0.8709,0.6272,0.0673,0.020545,320.051
4.179,117.63,314.79,353.72,175.79,0.638,8.024,0.4194,0.9813,0.0156,0.7552,0.8707,0.1894,0.782215,337.507
3.602,115.02,294.59,379.87,175.84,0.442,11.827,0.9816,0.2565,0.0644,0.1044,0.1129,0.2226,0.025482,327.216
7.235,157.0,302.86,393.34,151.76,0.721,9.426,0.4833,0.6542,0.0997,0.672,0.6343,0.1883,0.286186,337.132
5.285,149.15,315.95,382.48,173.45,0.487,11.287,0.3379,0.1981,0.419,0.4327,0.4683,0.1611,0.057456,339.797
7.133,154.05,300.97,373.45,171.99,0.576,10.427,0.445,0.5653,0.8148,0.8553,0.4289,0.1592,0.232986,329.357
4.689,108.63,325.21,397.89,151.3,0.472,4.857,0.9305,0.4639,0.8882,0.7275,0.339,0.0779,0.37108,346.237
1.629,115.68,316.45,387.33,178.22,0.662,2.319,1.0121,0.972,0.2448,0.7425,0.6807,0.0926,0.242707,325.818
4.243,140.29,324.81,362.47,169.04,0.591,12.193,0.5219,0.6085,0.5744,0.1871,0.1921,0.0837,0.323759,341.868
6.754,160.0,305.82,369.35,155.03,0.535,1.621,0.5835,0.3495,0.7684,0.4714,0.2834,0.1316,0.250038,328.523
2.359,162.45,291.36,387.99,153.69,0.31,9.275,0.4465,0.1141,0.2888,0.4647,0.357,0.1557,0.127557,295.361
1.638,158.23,313.05,350.97,166.86,0.604,14.837,0.7075,0.1512,0.409,0.4957,0.2621,0.1503,0.140193,321.606
3.306,103.04,303.57,353.2,151.77,0.611,3.149,0.4981,0.2253,0.524,0.7369,0.2167,0.1068,0.356172,323.14
3.722,157.46,307.93,392.97,154.93,0.391,11.281,1.1857,0.251,0.1349,0.2764,0.4884,0.0887,0.125626,316.889
3.144,162.94,317.24,352.15,178.45,0.466,14.321,0.9903,0.8506,0.026,0.2436,0.1946,0.1697,0.396954,327.06
1.947,103.97,318.03,383.93,172.34,0.739,7.684,0.8374,0.5612,0.1528,0.7863,0.3455,0.1156,0.087789,332.82
2.756,129.14,291.1,365.95,168.4,0.575,8.809,0.9492,0.5234,0.6269,0.7679,0.8259,0.0687,0.099384,304.693
5.776,137.56,320.77,391.29,156.26,0.518,5.831,0.4502,0.1148,0.0736,0.633,0.537,0.1693,0.483286,342.123
3.701,116.29,309.74,392.37,156.56,0.768,6.906,0.9692,0.8601,0.1897,0.15,0.5155,0.208,0.61039,333.932
5.428,136.17,312.27,397.67,163.37,0.706,9.636,0.6117,0.7228,0.3379,0.676,0.7486,0.0613,0.17094,341.053
4.754,162.02,301.92,354.78,172.62,0.349,13.136,0.7226,0.0677,0.0779,0.1863,0.6528,0.1168,0.344598,314.169
4.843,160.69,306.83,371.14,150.12,0.729,14.309,1.0968,0.7078,0.1917,0.4175,0.3909,0.0888,0.123969,329.058
2.74,165.79,318.42,378.7,151.33,0.375,8.377,1.1498,0.5435,0.9113,0.7715,0.2075,0.1891,0.547194,323.762
4.651,133.89,321.07,395.8,176.1,0.387,11.843,0.9917,0.0817,0.0193,0.1245,0.702,0.2263,0.467864,332.965
1.165,128.74,305.48,363.33,174.42,0.338,11.179,0.9908,0.4583,0.6534,0.6074,0.1887,0.0861,0.238244,309.286
4.022,146.61,317.64,353.58,170.84,0.541,4.082,0.9701,0.4847,0.3844,0.5419,0.3445,0.2355,0.004869,339.174
5.008,129.17,300.32,360.09,164.99,0.622,7.197,0.8638,0.1658,0.6726,0.4015,0.722,0.1063,0.058006,326.057
2.274,102.94,323.28,374.78,154.35,0.677,10.411,0.476,0.9457,0.5887,0.2705,0.6638,0.0883,0.461572,337.173
2.796,150.39,314.39,384.05,153.07,0.313,2.369,0.8296,0.85,0.2235,0.2325,0.7761,0.2451,0.686618,321.796
2.537,119.67,321.01,384.53,177.16,0.389,13.318,0.3509,0.669,0.8472,0.772,0.5839,0.2056,0.079932,336.471
1.494,103.44,309.09,353.73,161.48,0.611,6.337,0.3276,0.4623,0.4919,0.1885,0.6004,0.1212,0.086725,317.24
3.435,101.44,299.16,388.07,170.87,0.563,7.076,1.0542,0.4118,0.8225,0.8721,0.4973,0.1643,0.317741,318.934
7.853,165.2,307.17,383.01,163.69,0.326,13.111,0.7865,0.651,0.406,0.2569,0.3439,0.159,0.159166,321.926
3.477,117.65,305.26,370.38,171.93,0.768,2.998,0.3147,0.5454,0.9847,0.6771,0.4897,0.0774,0.262327,328.703
4.224,131.35,303.31,378.55,155.8,0.679,1.015,0.5454,0.0623,0.7705,0.5458,0.1952,0.238,0.564748,325.345
5.572,166.54,298.49,388.39,164.54,0.479,4.647,0.9146,0.5125,0.966,0.3995,0.8952,0.1642,0.017771,317.692
5.539,132.73,320.37,363.1,161.31,0.568,2.678,1.1454,0.8064,0.5143,0.8314,0.3744,0.197,0.0202,349.587
7.649,105.5,293.45,397.0,157.35,0.487,14.791,1.0597,0.4592,0.4737,0.1273,0.7853,0.2093,0.207266,331.804
7.003,138.64,325.5,356.89,167.93,0.528,8.709,0.7006,0.052,0.7555,0.7136,0.8287,0.1636,0.44316,351.841
6.558,106.17,297.0,395.11,166.11,0.598,8.686,0.557,0.7863,0.8803,0.6917,0.1217,0.1179,0.584452,334.255
7.661,106.66,329.19,387.04,164.87,0.499,12.015,0.5791,0.2014,0.9641,0.7685,0.5772,0.1582,0.471326,365.172
2.615,159.6,329.54,383.03,167.73,0.61,4.248,0.9603,0.2586,0.3246,0.8134,0.7831,0.2457,0.518047,339.299
5.319,120.26,305.94,354.15,154.28,0.533,8.079,1.024,0.1647,0.7987,0.4659,0.45,0.2106,0.212306,330.283
7.21,147.51,329.51,395.95,161.12,0.629,2.561,0.6289,0.3302,0.2106,0.6401,0.1486,0.2499,0.099865,362.512
5.369,135.62,324.76,364.77,159.74,0.431,1.856,0.8606,0.7568,0.5456,0.5602,0.4063,0.078,0.058025,341.049
7.842,115.56,293.3,387.28,173.08,0.386,6.876,0.9711,0.5194,0.1798,0.5734,0.3204,0.0699,0.022674,320.247
1.702,136.25,327.89,394.24,151.07,0.307,13.737,1.0611,0.2049,0.3474,0.12,0.8097,0.1914,0.220945,333.021
4.075,104.83,291.7,362.21,158.46,0.601,6.895,0.8768,0.8778,0.9314,0.8703,0.6329,0.1829,0.089128,319.376
7.842,124.3,297.28,395.73,177.55,0.79,7.05,1.0779,0.8796,0.1461,0.2297,0.3082,0.1136,0.44867,346.947
3.657,136.6,313.38,380.6,159.01,0.51,13.044,0.5534,0.8706,0.6324,0.4315,0.7442,0.1371,0.205301,327.177
6.177,115.99,293.23,382.95,154.56,0.406,4.648,0.9289,0.2388,0.593,0.6603,0.507,0.0864,0.18508,314.728
1.213,146.21,296.47,395.73,172.72,0.307,7.603,0.6619,0.4512,0.1207,0.2705,0.8003,0.1251,0.49454,298.539
5.864,103.63,328.14,376.34,151.44,0.556,2.884,1.1358,0.985,0.326,0.1929,0.741,0.2358,0.799619,359.907
7.542,133.94,329.79,372.03,162.79,0.796,12.77,0.4969,0.772,0.563,0.8166,0.6322,0.1226,0.006778,405.743
3.679,150.05,321.93,381.66,175.66,0.792,1.039,1.0086,0.0272,0.1872,0.5644,0.1923,0.0914,0.288609,343.22
1.149,130.1,310.61,377.7,178.62,0.351,6.49,1.1385,0.0652,0.8006,0.2078,0.582,0.1029,0.068103,314.658
1.195,161.22,326.01,353.07,157.47,0.708,4.51,0.9142,0.4639,0.9722,0.7984,0.5931,0.1506,0.255568,330.125
7.244,144.25,294.48,359.02,158.89,0.387,4.23,1.0101,0.9092,0.2148,0.2509,0.7526,0.145,0.722655,314.486
6.058,167.09,327.72,350.68,167.02,0.705,4.041,1.0975,0.5387,0.1869,0.626,0.2471,0.0691,0.011245,355.177
1.747,119.89,304.06,355.41,156.8,0.727,5.858,0.5786,0.4978,0.4549,0.7844,0.5879,0.0719,0.099839,314.799
1.382,165.72,324.46,386.49,154.52,0.304,13.572,0.4121,0.1055,0.7478,0.5957,0.7622,0.0978,0.240575,326.869
6.634,142.48,316.73,350.24,162.78,0.419,10.777,1.1429,0.6568,0.2816,0.1056,0.1143,0.1963,0.331799,336.167
6.669,152.16,328.41,365.22,152.17,0.328,13.397,0.3338,0.8221,0.0199,0.6197,0.5902,0.1401,0.366187,343.708
1.844,163.15,324.59,372.47,176.83,0.549,3.348,0.7361,0.3804,0.5412,0.5542,0.7518,0.0739,0.07455,330.275
3.111,138.58,325.52,396.89,160.03,0.313,12.812,0.5902,0.7756,0.9566,0.5225,0.4606,0.1863,0.310091,334.133
6.46,160.35,315.27,366.35,160.09,0.613,6.733,0.7991,0.9645,0.3913,0.3449,0.2529,0.0526,0.403012,339.561
4.678,137.92,323.33,389.16,173.74,0.579,14.725,1.1904,0.2038,0.4201,0.6012,0.7272,0.1691,0.252214,344.221
7.696,141.94,320.29,370.44,160.25,0.49,9.108,0.3412,0.5233,0.9689,0.1132,0.1719,0.1192,0.80346,347.391
4.367,131.16,296.46,354.92,172.83,0.531,7.567,0.9927,0.2871,0.6946,0.5145,0.5268,0.0597,0.079877,315.055
5.739,110.19,315.94,354.94,155.44,0.795,13.916,0.3221,0.7929,0.7192,0.3626,0.105,0.0746,0.562283,357.411
4.568,138.75,295.93,371.62,165.87,0.384,6.029,0.5351,0.5776,0.5627,0.1383,0.4773,0.1997,0.200296,309.975
7.601,168.42,324.78,352.89,173.06,0.666,11.357,0.935,0.6346,0.9746,0.3099,0.8174,0.0993,0.130094,355.408
